11548	3	60
61	0	11927
11927	2	61
61	0	11748
11748	2	61
61	0	11520
11520	2	61
61	1	12017
12017	3	61
62	0	11833
11833	2	62
62	0	11858
11858	2	62
62	0	11795
11795	2	62
62	0	11669
11669	2	62
62	0	11530
11530	2	62
62	1	11710
11710	3	62
63	0	11864
11864	2	63
63	0	11900
11900	2	63
63	1	12017
12017	3	63
64	0	11528
11528	2	64
64	0	11590
11590	2	64
64	0	11555
11555	2	64
64	0	11530
11530	2	64
64	1	11839
11839	3	64
65	0	11886
11886	2	65
65	0	11852
11852	2	65
65	1	11807
11807	3	65
66	0	11626
11626	2	66
66	0	11652
11652	2	66
66	0	11721
11721	2	66
66	0	11800
11800	2	66
66	0	11621
11621	2	66
66	1	11710
11710	3	66
67	0	11733
11733	2	67
67	0	11519
11519	2	67
67	0	11868
11868	2	67
67	0	11864
11864	2	67
67	0	11851
11851	2	67
67	1	12017
12017	3	67
68	0	11740
11740	2	68
68	0	11957
11957	2	68
68	1	11839
11839	3	68
69	0	12037
12037	2	69
69	0	11621
11621	2	69
69	1	11839
11839	3	69
70	0	11733
11733	2	70
70	0	11519
11519	2	70
70	1	11548
11548	3	70
71	0	11582
11582	2	71
71	0	11530
11530	2	71
71	1	12017
12017	3	71
72	0	12011
12011	2	72
72	0	11609
11609	2	72
72	0	11619
11619	2	72
72	0	11648
11648	2	72
72	0	11621
11621	2	72
72	1	12043
12043	3	72
73	0	11955
11955	2	73
73	1	11548
11548	3	73
74	0	11557
11557	2	74
74	0	11530
11530	2	74
74	1	11548
11548	3	74
75	0	11819
11819	2	75
75	0	12011
12011	2	75
75	0	11838
11838	2	75
75	0	11530
11530	2	75
75	1	12017
12017	3	75
76	0	11609
11609	2	76
76	0	11648
11648	2	76
76	0	11621
11621	2	76
76	1	11548
11548	3	76
77	0	11587
11587	2	77
77	0	11539
11539	2	77
77	0	11523
11523	2	77
77	1	11710
11710	3	77
78	0	11962
11962	2	78
78	0	11537
11537	2	78
78	1	11799
11799	3	78
79	0	11846
11846	2	79
79	0	11614
11614	2	79
79	0	11530
11530	2	79
79	1	11548
11548	3	79
80	0	11621
11621	2	80
80	0	11876
11876	2	80
80	1	11840
11840	3	80
81	0	12033
12033	2	81
81	0	11858
11858	2	81
81	0	11846
11846	2	81
81	0	11795
11795	2	81
81	0	11530
11530	2	81
81	1	11840
11840	3	81
82	0	11521
11521	2	82
82	0	11938
11938	2	82
82	1	12017
12017	3	82
83	0	12011
12011	2	83
83	0	11619
11619	2	83
83	1	12017
12017	3	83
84	0	11608
11608	2	84
84	0	11962
11962	2	84
84	0	11561
11561	2	84
84	0	11537
11537	2	84
84	1	12017
12017	3	84
85	0	11755
11755	2	85
85	0	11886
11886	2	85
85	0	12081
12081	2	85
85	1	12017
12017	3	85
86	0	12011
12011	2	86
86	0	11966
11966	2	86
86	1	12017
12017	3	86
87	0	11557
11557	2	87
87	0	11530
11530	2	87
87	1	11714
11714	3	87
88	0	11600
11600	2	88
88	0	11881
11881	2	88
88	1	12017
12017	3	88
89	0	12011
12011	2	89
89	0	11780
11780	2	89
89	1	11548
11548	3	89
90	0	12011
12011	2	90
90	0	11671
11671	2	90
90	0	11858
11858	2	90
90	0	11795
11795	2	90
90	0	11932
11932	2	90
90	0	11532
11532	2	90
90	1	11548
11548	3	90
91	0	11740
11740	2	91
91	0	11957
11957	2	91
91	0	11686
11686	2	91
91	1	11710
11710	3	91
92	0	12016
12016	2	92
92	0	11999
11999	2	92
92	0	11648
11648	2	92
92	0	11621
11621	2	92
92	1	12017
12017	3	92
93	0	11609
11609	2	93
93	0	11648
11648	2	93
93	0	11621
11621	2	93
93	0	12020
12020	2	93
93	0	11616
11616	2	93
93	0	11656
11656	2	93
93	1	11714
11714	3	93
94	0	11732
11732	2	94
94	0	11530
11530	2	94
94	1	12017
12017	3	94
95	0	11557
11557	2	95
95	0	11846
11846	2	95
95	0	11530
11530	2	95
95	1	11548
11548	3	95
96	0	11621
11621	2	96
96	0	11746
11746	2	96
96	1	12017
12017	3	96
97	0	12061
12061	2	97
97	0	11663
11663	2	97
97	0	11814
11814	2	97
97	0	11621
11621	2	97
97	0	11748
11748	2	97
97	1	12017
12017	3	97
98	0	11686
11686	2	98
98	0	11957
11957	2	98
98	1	11710
11710	3	98
99	0	12000
12000	2	99
99	0	11726
11726	2	99
99	0	11648
11648	2	99
99	0	11621
11621	2	99
99	0	11691
11691	2	99
99	1	11714
11714	3	99
100	0	11814
11814	2	100
100	0	11621
11621	2	100
100	0	11971
11971	2	100
100	1	11641
11641	3	100
101	0	11814
11814	2	101
101	0	11621
11621	2	101
101	0	11971
11971	2	101
101	1	12017
12017	3	101
102	0	11529
11529	2	102
102	0	11530
11530	2	102
102	1	12017
12017	3	102
103	0	11621
11621	2	103
103	0	11577
11577	2	103
103	1	11714
11714	3	103
104	0	12019
12019	2	104
104	0	11848
11848	2	104
104	0	11530
11530	2	104
104	1	12017
12017	3	104
105	0	12062
12062	2	105
105	0	11827
11827	2	105
105	1	11781
11781	3	105
106	0	11886
11886	2	106
106	0	11852
11852	2	106
106	0	11935
11935	2	106
106	1	11754
11754	3	106
107	0	11732
11732	2	107
107	0	11530
11530	2	107
107	1	12017
12017	3	107
108	0	11846
11846	2	108
108	0	11530
11530	2	108
108	1	12017
12017	3	108
109	0	11524
11524	2	109
109	0	12062
12062	2	109
109	1	11807
11807	3	109
110	0	11696
11696	2	110
110	0	11530
11530	2	110
110	1	11714
11714	3	110
111	0	11650
11650	2	111
111	0	11537
11537	2	111
111	1	12017
12017	3	111
112	0	11962
11962	2	112
112	0	11537
11537	2	112
112	1	12017
12017	3	112
113	0	11838
11838	2	113
113	0	11530
11530	2	113
113	1	11710
11710	3	113
114	0	11553
11553	2	114
114	0	11862
11862	2	114
114	0	11830
11830	2	114
114	1	12017
12017	3	114
115	0	11693
11693	2	115
115	0	11530
11530	2	115
115	1	11710
11710	3	115
116	0	11686
11686	2	116
116	0	11957
11957	2	116
116	0	11740
11740	2	116
116	1	12017
12017	3	116
117	0	11846
11846	2	117
117	0	11530
11530	2	117
117	1	11714
11714	3	117
118	0	12011
12011	2	118
118	0	11780
11780	2	118
118	1	11548
11548	3	118
119	0	11822
11822	2	119
119	0	11530
11530	2	119
119	1	11710
11710	3	119
120	0	11833
11833	2	120
120	0	11858
11858	2	120
120	0	11683
11683	2	120
120	0	11795
11795	2	120
120	1	11548
11548	3	120
121	0	12072
12072	2	121
121	0	11524
11524	2	121
121	0	12062
12062	2	121
121	1	12017
12017	3	121
122	0	12011
12011	2	122
122	0	11932
11932	2	122
122	0	11532
11532	2	122
122	0	11619
11619	2	122
122	1	12017
12017	3	122
123	0	11901
11901	2	123
123	0	11864
11864	2	123
123	1	11840
11840	3	123
124	0	11755
11755	2	124
124	0	11886
11886	2	124
124	0	11695
11695	2	124
124	1	11710
11710	3	124
125	0	11888
11888	2	125
125	0	12070
12070	2	125
125	0	11537
11537	2	125
125	1	11840
11840	3	125
126	0	11524
11524	2	126
126	0	12062
12062	2	126
126	1	11840
11840	3	126
127	0	11732
11732	2	127
127	0	11530
11530	2	127
127	1	11714
11714	3	127
128	0	11962
11962	2	128
128	0	11537
11537	2	128
128	1	11754
11754	3	128
129	0	11587
11587	2	129
129	0	11598
11598	2	129
129	0	11569
11569	2	129
129	0	11967
11967	2	129
129	1	11548
11548	3	129
130	0	11589
11589	2	130
130	0	11803
11803	2	130
130	1	12017
12017	3	130
131	0	11587
11587	2	131
131	0	11598
11598	2	131
131	0	11569
11569	2	131
131	0	11967
11967	2	131
131	1	12017
12017	3	131
132	0	12048
12048	2	132
132	0	11748
11748	2	132
132	1	11840
11840	3	132
133	0	11586
11586	2	133
133	0	12011
12011	2	133
133	0	11619
11619	2	133
133	0	11625
11625	2	133
133	0	11909
11909	2	133
133	1	11839
11839	3	133
134	0	12085
12085	2	134
134	0	11530
11530	2	134
134	1	12017
12017	3	134
135	0	11927
11927	2	135
135	0	11748
11748	2	135
135	0	11585
11585	2	135
135	0	11520
11520	2	135
135	1	11548
11548	3	135
136	0	11614
11614	2	136
136	0	11732
11732	2	136
136	0	11530
11530	2	136
136	1	12017
12017	3	136
137	0	11756
11756	2	137
137	0	11530
11530	2	137
137	1	12017
12017	3	137
138	0	12072
12072	2	138
138	0	12048
12048	2	138
138	0	11748
11748	2	138
138	0	12062
12062	2	138
138	1	12017
12017	3	138
139	0	11774
11774	2	139
139	0	11621
11621	2	139
139	1	11840
11840	3	139
140	0	12011
12011	2	140
140	0	12029
12029	2	140
140	1	11548
11548	3	140
141	0	11732
11732	2	141
141	0	11530
11530	2	141
141	1	11710
11710	3	141
142	0	11858
11858	2	142
142	0	12011
12011	2	142
142	0	11932
11932	2	142
142	0	11532
11532	2	142
142	0	12019
12019	2	142
142	0	11557
11557	2	142
142	0	11563
11563	2	142
142	0	11795
11795	2	142
142	0	11530
11530	2	142
142	1	12017
12017	3	142
143	0	12000
12000	2	143
143	0	11648
11648	2	143
143	0	11621
11621	2	143
143	1	11615
11615	3	143
144	0	11529
11529	2	144
144	0	11530
11530	2	144
144	1	12017
12017	3	144
145	0	11820
11820	2	145
145	0	11530
11530	2	145
145	1	11839
11839	3	145
146	0	12011
12011	2	146
146	0	12029
12029	2	146
146	1	11714
11714	3	146
147	0	12054
12054	2	147
147	0	11530
11530	2	147
147	1	12017
12017	3	147
148	0	11858
11858	2	148
148	0	11563
11563	2	148
148	0	11795
11795	2	148
148	1	12017
12017	3	148
149	0	11886
11886	2	149
149	0	11852
11852	2	149
149	0	11935
11935	2	149
149	1	11548
11548	3	149
150	0	12011
12011	2	150
150	0	11619
11619	2	150
150	1	12017
12017	3	150
151	0	11858
11858	2	151
151	0	11528
11528	2	151
151	0	11795
11795	2	151
151	0	11689
11689	2	151
151	1	11710
11710	3	151
152	0	11955
11955	2	152
152	1	11615
11615	3	152
153	0	12011
12011	2	153
153	0	11780
11780	2	153
153	0	11838
11838	2	153
153	0	11530
11530	2	153
153	1	11548
11548	3	153
154	0	12011
12011	2	154
154	0	11780
11780	2	154
154	1	11548
11548	3	154
155	0	11587
11587	2	155
155	0	11990
11990	2	155
155	1	12017
12017	3	155
156	0	11614
11614	2	156
156	0	11530
11530	2	156
156	1	11641
11641	3	156
157	0	11732
11732	2	157
157	0	11530
11530	2	157
157	1	11714
11714	3	157
158	0	11880
11880	2	158
158	0	12011
12011	2	158
158	0	11553
11553	2	158
158	0	11624
11624	2	158
158	0	11887
11887	2	158
158	0	11530
11530	2	158
158	1	11840
11840	3	158
159	0	12000
12000	2	159
159	0	11726
11726	2	159
159	0	11648
11648	2	159
159	0	11621
11621	2	159
159	1	12017
12017	3	159
160	0	11732
11732	2	160
160	0	11530
11530	2	160
160	1	11839
11839	3	160
161	0	11886
11886	2	161
161	0	11852
11852	2	161
161	0	11935
11935	2	161
161	1	11840
11840	3	161
162	0	11561
11561	2	162
162	0	11537
11537	2	162
162	1	11710
11710	3	162
163	0	11587
11587	2	163
163	0	11598
11598	2	163
163	0	11967
11967	2	163
163	1	12017
12017	3	163
164	0	11858
11858	2	164
164	0	11530
11530	2	164
164	0	11846
11846	2	164
164	0	11683
11683	2	164
164	0	11795
11795	2	164
164	1	11710
11710	3	164
165	0	11732
11732	2	165
165	0	11530
11530	2	165
165	1	11754
11754	3	165
166	0	12062
12062	2	166
166	0	11827
11827	2	166
166	1	11839
11839	3	166
167	0	11762
11762	2	167
167	0	11663
11663	2	167
167	0	11621
11621	2	167
167	0	11748
11748	2	167
167	0	12075
12075	2	167
167	1	11548
11548	3	167
168	0	11748
11748	2	168
168	0	11697
11697	2	168
168	0	12024
12024	2	168
168	1	12017
12017	3	168
169	0	11846
11846	2	169
169	0	11703
11703	2	169
169	0	12024
12024	2	169
169	0	11748
11748	2	169
169	0	11530
11530	2	169
169	1	11710
11710	3	169
170	0	12000
12000	2	170
170	0	11609
11609	2	170
170	0	11648
11648	2	170
170	0	11621
11621	2	170
170	0	11968
11968	2	170
170	1	11840
11840	3	170
171	0	11590
11590	2	171
171	0	11530
11530	2	171
171	1	11710
11710	3	171
172	0	11652
11652	2	172
172	0	11721
11721	2	172
172	0	11800
11800	2	172
172	0	11773
11773	2	172
172	0	11621
11621	2	172
172	1	12017
12017	3	172
173	0	11957
11957	2	173
173	0	11825
11825	2	173
173	1	11641
11641	3	173
174	0	11962
11962	2	174
174	0	11537
11537	2	174
174	1	11714
11714	3	174
175	0	11609
11609	2	175
175	0	11648
11648	2	175
175	0	11621
11621	2	175
175	1	11714
11714	3	175
176	0	12026
12026	2	176
176	0	11886
11886	2	176
176	0	11621
11621	2	176
176	0	11646
11646	2	176
176	1	11714
11714	3	176
177	0	11752
11752	2	177
177	0	11938
11938	2	177
177	1	11807
11807	3	177
178	0	11614
11614	2	178
178	0	11530
11530	2	178
178	1	11807
11807	3	178
179	0	11614
11614	2	179
179	0	11530
11530	2	179
179	1	12017
12017	3	179
180	0	11790
11790	2	180
180	0	11590
11590	2	180
180	0	11530
11530	2	180
180	1	11807
11807	3	180
181	0	12016
12016	2	181
181	0	11999
11999	2	181
181	0	11648
11648	2	181
181	0	11621
11621	2	181
181	1	11710
11710	3	181
182	0	11927
11927	2	182
182	0	11842
11842	2	182
182	0	11748
11748	2	182
182	0	11520
11520	2	182
182	1	11548
11548	3	182
183	0	12011
12011	2	183
183	0	11619
11619	2	183
183	1	11548
11548	3	183
184	0	11846
11846	2	184
184	0	11848
11848	2	184
184	0	11530
11530	2	184
184	1	12017
12017	3	184
185	0	11994
11994	2	185
185	0	11864
11864	2	185
185	1	11548
11548	3	185
186	0	11846
11846	2	186
186	0	11530
11530	2	186
186	1	11548
11548	3	186
187	0	11693
11693	2	187
187	0	11795
11795	2	187
187	0	11530
11530	2	187
187	1	11840
11840	3	187
188	0	12037
12037	2	188
188	0	11648
11648	2	188
188	0	11621
11621	2	188
188	0	11691
11691	2	188
188	0	12060
12060	2	188
188	1	11548
11548	3	188
189	0	11614
11614	2	189
189	0	11590
11590	2	189
189	0	11530
11530	2	189
189	1	11548
11548	3	189
190	0	11696
11696	2	190
190	0	12054
12054	2	190
190	0	11530
11530	2	190
190	1	11594
11594	3	190
191	0	11557
11557	2	191
191	0	11846
11846	2	191
191	0	11529
11529	2	191
191	0	11530
11530	2	191
191	1	12017
12017	3	191
192	0	11557
11557	2	192
192	0	11530
11530	2	192
192	1	12017
12017	3	192
193	0	11846
11846	2	193
193	0	11530
11530	2	193
193	1	11754
11754	3	193
194	0	11936
11936	2	194
194	0	11537
11537	2	194
194	0	12070
12070	2	194
194	1	11754
11754	3	194
195	0	11614
11614	2	195
195	0	11693
11693	2	195
195	0	11582
11582	2	195
195	0	11530
11530	2	195
195	1	11548
11548	3	195
196	0	12011
12011	2	196
196	0	11780
11780	2	196
196	0	11838
11838	2	196
196	0	11530
11530	2	196
196	1	12017
12017	3	196
197	0	12011
12011	2	197
197	0	11834
11834	2	197
197	1	11840
11840	3	197
198	0	11936
11936	2	198
198	0	11927
11927	2	198
198	0	11537
11537	2	198
198	0	11748
11748	2	198
198	0	11520
11520	2	198
198	1	11548
11548	3	198
199	0	12083
12083	2	199
199	0	11648
11648	2	199
199	0	11621
11621	2	199
199	1	11840
11840	3	199
200	0	11614
11614	2	200
200	0	11530
11530	2	200
200	1	11548
11548	3	200
201	0	11693
11693	2	201
201	0	11530
11530	2	201
201	1	11641
11641	3	201
202	0	11590
11590	2	202
202	0	11530
11530	2	202
202	1	11839
11839	3	202
203	0	11874
11874	2	203
203	0	11776
11776	2	203
203	0	11864
11864	2	203
203	0	11851
11851	2	203
203	1	11840
11840	3	203
204	0	11535
11535	2	204
204	0	11621
11621	2	204
204	1	11714
11714	3	204
205	0	12011
12011	2	205
205	0	11780
11780	2	205
205	1	11548
11548	3	205
206	0	11608
11608	2	206
206	0	12047
12047	2	206
206	0	11537
11537	2	206
206	1	12017
12017	3	206
207	0	11793
11793	2	207
207	0	11692
11692	2	207
207	0	11530
11530	2	207
207	1	11548
11548	3	207
208	0	11962
11962	2	208
208	0	11537
11537	2	208
208	1	11754
11754	3	208
209	0	11586
11586	2	209
209	0	12011
12011	2	209
209	0	11909
11909	2	209
209	1	12017
12017	3	209
210	0	11927
11927	2	210
210	0	11980
11980	2	210
210	1	12017
12017	3	210
211	0	11553
11553	2	211
211	0	12023
12023	2	211
211	1	11655
11655	3	211
212	0	11650
11650	2	212
212	0	11537
11537	2	212
212	1	12017
12017	3	212
213	0	11858
11858	2	213
213	0	11795
11795	2	213
213	0	11542
11542	2	213
213	1	12017
12017	3	213
214	0	11590
11590	2	214
214	0	11530
11530	2	214
214	1	12017
12017	3	214
215	0	12011
12011	2	215
215	0	11780
11780	2	215
215	0	12019
12019	2	215
215	0	11926
11926	2	215
215	0	11530
11530	2	215
215	1	12017
12017	3	215
216	0	12054
12054	2	216
216	0	11530
11530	2	216
216	1	11905
11905	3	216
217	0	11955
11955	2	217
217	1	11714
11714	3	217
218	0	11530
11530	2	218
218	0	11590
11590	2	218
218	0	11790
11790	2	218
218	1	11641
11641	3	218
219	0	11586
11586	2	219
219	0	12011
12011	2	219
219	0	11530
11530	2	219
219	0	11838
11838	2	219
219	0	11909
11909	2	219
219	1	11548
11548	3	219
220	0	12037
12037	2	220
220	0	11621
11621	2	220
220	1	11548
11548	3	220
221	0	11561
11561	2	221
221	0	11537
11537	2	221
221	1	12017
12017	3	221
222	0	11537
11537	2	222
222	0	12070
12070	2	222
222	1	11710
11710	3	222
223	0	11733
11733	2	223
223	0	11519
11519	2	223
223	1	11714
11714	3	223
224	0	11693
11693	2	224
224	0	11530
11530	2	224
224	1	11840
11840	3	224
225	0	11739
11739	2	225
225	0	11621
11621	2	225
225	1	11840
11840	3	225
226	0	11838
11838	2	226
226	0	11530
11530	2	226
226	1	11641
11641	3	226
227	0	11861
11861	2	227
227	0	11621
11621	2	227
227	1	12017
12017	3	227
228	0	12054
12054	2	228
228	0	11530
11530	2	228
228	1	12017
12017	3	228
229	0	11648
11648	2	229
229	0	11621
11621	2	229
229	0	11691
11691	2	229
229	1	11548
11548	3	229
230	0	11621
11621	2	230
230	0	12026
12026	2	230
230	0	11886
11886	2	230
230	0	11646
11646	2	230
230	1	12017
12017	3	230
231	0	11797
11797	2	231
231	0	11621
11621	2	231
231	0	11663
11663	2	231
231	1	11714
11714	3	231
232	0	11929
11929	2	232
232	0	11886
11886	2	232
232	1	11548
11548	3	232
233	0	12040
12040	2	233
233	0	12072
12072	2	233
233	0	12062
12062	2	233
233	1	11807
11807	3	233
234	0	11795
11795	2	234
234	0	11858
11858	2	234
234	0	11846
11846	2	234
234	0	11683
11683	2	234
234	0	11530
11530	2	234
234	1	11548
11548	3	234
235	0	11733
11733	2	235
235	0	11519
11519	2	235
235	0	11881
11881	2	235
235	0	11860
11860	2	235
235	1	11840
11840	3	235
236	0	12011
12011	2	236
236	0	11780
11780	2	236
236	1	11754
11754	3	236
237	0	11657
11657	2	237
237	0	11838
11838	2	237
237	0	11530
11530	2	237
237	1	12017
12017	3	237
238	0	12076
12076	2	238
238	0	12085
12085	2	238
238	0	11530
11530	2	238
238	1	12017
12017	3	238
239	0	12011
12011	2	239
239	0	11780
11780	2	239
239	1	12017
12017	3	239
240	0	12011
12011	2	240
240	0	11557
11557	2	240
240	0	11838
11838	2	240
240	0	12029
12029	2	240
240	0	11530
11530	2	240
240	1	12017
12017	3	240
241	0	11957
11957	2	241
241	0	11825
11825	2	241
241	1	11635
11635	3	241
242	0	11846
11846	2	242
242	0	11756
11756	2	242
242	0	11530
11530	2	242
242	1	12017
12017	3	242
243	0	11587
11587	2	243
243	0	11539
11539	2	243
243	0	11523
11523	2	243
243	1	11548
11548	3	243
244	0	11587
11587	2	244
244	0	11569
11569	2	244
244	0	11967
11967	2	244
244	1	12017
12017	3	244
245	0	12040
12040	2	245
245	0	12072
12072	2	245
245	0	12062
12062	2	245
245	1	12017
12017	3	245
246	0	11726
11726	2	246
246	0	11648
11648	2	246
246	0	11621
11621	2	246
246	1	12017
12017	3	246
247	0	11614
11614	2	247
247	0	12054
12054	2	247
247	0	11530
11530	2	247
247	1	12017
12017	3	247
248	0	11732
11732	2	248
248	0	11530
11530	2	248
248	1	11548
11548	3	248
249	0	11587
11587	2	249
249	0	11718
11718	2	249
249	1	11710
11710	3	249
250	0	11590
11590	2	250
250	0	11530
11530	2	250
250	1	11781
11781	3	250
251	0	11962
11962	2	251
251	0	11537
11537	2	251
251	1	11840
11840	3	251
252	0	11958
11958	2	252
252	0	11537
11537	2	252
252	1	12017
12017	3	252
253	0	11650
11650	2	253
253	0	11537
11537	2	253
253	1	12017
12017	3	253
254	0	11590
11590	2	254
254	0	11530
11530	2	254
254	1	11714
11714	3	254
255	0	11668
11668	2	255
255	0	12012
12012	2	255
255	0	11963
11963	2	255
255	1	11729
11729	3	255
256	0	11838
11838	2	256
256	0	11530
11530	2	256
256	1	11840
11840	3	256
257	0	12011
12011	2	257
257	0	11625
11625	2	257
257	0	11619
11619	2	257
257	0	11909
11909	2	257
